class,pairs,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16
0,qid:1008,1,1,0,2,3,4,0,0,0,0,9,22,8,5,2.4,3
0,qid:1009,0,0,3,0,1,1,0,0,0,1,4,10,3,2,1.3,2
1,qid:1009,0,0,0,1,1,1,0,0,0,1,3,7,2,2,1.5,2
1,qid:1010,0,0,0,0,2,1,0,1,0,0,3,7,3,2,1.3,2
0,qid:1010,1,1,0,1,3,1,0,1,0,0,6,14,7,2,1.4,2
0,qid:1011,0,1,0,2,5,3,0,1,0,0,5,17,9,4,2.4,4
1,qid:1011,0,0,1,0,0,5,0,0,0,1,2,9,3,2,1,1
0,qid:1012,0,0,1,3,1,3,0,0,0,0,8,19,8,2,2.3,4
1,qid:1012,1,0,1,2,3,6,0,0,1,0,6,20,9,2,2.1,4
1,qid:1013,0,0,0,0,1,1,0,0,0,0,3,5,0,1,0,0
0,qid:1013,1,0,0,0,0,0,0,0,0,0,3,6,1,0,1,1
1,qid:1014,1,1,1,1,0,6,0,1,0,1,6,18,9,4,1.2,2
0,qid:1014,2,0,1,0,2,7,0,0,0,1,8,21,10,5,1.6,3
1,qid:1015,0,0,0,0,2,0,0,0,0,0,1,3,0,1,0,0
0,qid:1015,0,0,1,0,2,2,0,0,0,0,4,9,5,2,1.6,3
0,qid:1016,1,0,3,1,1,5,0,0,0,1,4,17,8,2,1.8,2
1,qid:1016,0,0,0,3,1,2,0,1,0,0,5,12,5,1,2,3
0,qid:1017,1,0,0,3,1,4,0,1,0,0,7,17,7,2,2.7,4
1,qid:1017,1,1,0,3,2,1,0,1,1,0,4,15,5,1,2.6,4
0,qid:1018,0,0,1,0,3,3,0,0,0,0,6,14,6,2,1.5,2
1,qid:1018,1,0,1,0,0,5,0,0,0,1,4,12,4,3,2.3,3
0,qid:1019,1,0,0,0,1,3,0,0,0,1,4,11,4,1,2,3
1,qid:1019,1,0,1,0,0,4,0,0,0,0,3,9,4,1,1.8,3
1,qid:1020,0,0,0,1,1,1,0,1,0,1,2,7,3,1,1,1
0,qid:1020,0,2,0,1,0,2,0,1,0,1,5,13,5,2,2.2,3
1,qid:1021,0,0,0,1,1,3,0,1,0,0,4,10,5,1,1.2,2
0,qid:1021,0,1,1,3,3,3,0,0,0,0,7,18,9,4,1.4,3
0,qid:1022,0,3,0,0,0,1,0,1,0,1,4,11,4,2,2,3
1,qid:1022,1,0,0,0,1,2,0,0,1,0,2,7,5,2,2.2,4
0,qid:1023,0,0,1,1,2,2,0,0,0,0,8,18,7,1,1.7,2
1,qid:1023,0,0,1,1,3,3,0,0,0,0,5,14,6,2,1.5,2
0,qid:1024,1,0,1,2,2,0,0,0,0,1,4,12,4,3,2,2
1,qid:1024,1,0,1,0,0,5,0,0,0,0,2,9,4,0,1.8,3
0,qid:1025,0,0,1,0,1,2,0,0,0,1,2,7,2,1,1.5,2
1,qid:1025,0,0,0,1,1,1,0,0,0,1,1,5,1,1,1,1
0,qid:1026,0,0,1,0,1,6,0,0,0,2,10,20,7,3,1.4,3
1,qid:1026,0,0,0,1,2,3,0,0,0,1,6,13,4,2,1.8,3
1,qid:1027,1,0,1,1,0,5,0,0,0,0,5,13,5,1,2.4,3
0,qid:1027,1,0,0,0,0,2,0,0,0,2,5,10,3,1,1.3,2
1,qid:1028,1,0,0,0,1,4,0,0,0,2,4,12,5,2,2,3
0,qid:1028,0,0,0,0,3,3,0,1,0,1,7,15,5,3,1.8,2
0,qid:1029,0,0,1,1,2,2,0,0,0,2,4,12,4,4,1,1
1,qid:1029,0,0,0,0,1,2,0,0,1,0,2,6,2,1,1.5,2
1,qid:1030,0,0,0,2,1,2,0,0,0,0,4,9,3,0,2,3
0,qid:1030,0,2,0,0,0,4,0,0,1,0,4,11,5,1,1.4,2
1,qid:1031,0,0,0,0,1,1,0,0,0,0,2,4,2,0,1.5,2
0,qid:1031,0,0,0,0,2,2,0,0,0,1,4,9,3,1,2,3
0,qid:1032,1,0,0,2,3,1,0,0,0,1,6,14,5,1,2,2
1,qid:1032,0,0,0,0,1,2,0,0,0,1,1,5,2,1,1.5,2
0,qid:1033,1,2,2,3,0,2,0,0,0,2,7,20,8,3,2.4,4
1,qid:1033,2,0,0,1,1,1,0,0,0,0,6,11,4,2,1.8,3
0,qid:1034,2,1,2,0,1,3,0,0,0,1,8,18,8,2,2.1,3
1,qid:1034,0,1,0,0,0,5,0,0,1,0,8,16,8,1,2,3
0,qid:1035,0,0,0,0,2,5,0,1,0,2,4,14,5,2,1.4,2
1,qid:1035,1,0,1,2,0,3,0,0,0,0,7,14,5,1,2.4,3
1,qid:1036,1,0,0,0,1,6,0,0,0,0,5,13,5,1,1.4,2
0,qid:1036,0,1,0,0,0,6,1,0,0,1,6,16,7,1,1.4,2
0,qid:1037,2,0,0,2,1,5,0,0,0,0,9,20,9,4,2,3
1,qid:1037,1,0,0,1,2,4,0,0,0,0,5,13,7,3,1.6,3
0,qid:1038,0,2,0,1,1,1,0,0,0,0,7,13,5,2,1.4,2
1,qid:1038,1,0,0,2,0,4,0,0,0,0,5,12,5,1,1.4,2
1,qid:1039,0,0,1,2,0,1,0,0,0,2,2,8,1,1,1,1
0,qid:1039,0,0,0,2,1,6,0,0,0,0,7,16,6,2,1.7,3
1,qid:1040,0,0,0,0,1,5,0,0,0,0,3,9,3,1,1,1
0,qid:1040,0,1,0,0,2,1,0,0,0,1,3,8,3,1,1,1
1,qid:1041,0,0,1,2,2,6,1,1,0,1,8,23,12,4,1.6,4
0,qid:1041,4,0,0,5,0,2,0,0,1,2,6,20,10,2,1.7,3
0,qid:1042,2,1,0,1,2,5,0,1,1,0,8,21,10,1,2.2,3
1,qid:1042,1,1,0,1,1,1,0,0,0,0,5,10,4,1,2.3,3
0,qid:1043,2,1,0,2,3,3,0,0,0,0,6,20,9,3,2.2,3
1,qid:1043,0,0,0,0,1,1,0,0,0,0,3,6,2,0,1.5,2
1,qid:1044,1,1,0,1,1,3,0,0,0,0,4,11,5,1,1.8,2
0,qid:1044,1,1,0,1,0,7,0,0,0,1,4,15,6,1,2,3
1,qid:1045,0,0,0,0,4,4,0,0,0,0,4,12,6,1,1.5,2
0,qid:1045,0,0,0,1,4,0,0,0,2,1,2,10,3,2,1.7,2
0,qid:1046,0,0,0,0,2,2,0,0,0,1,1,6,2,1,1.5,2
1,qid:1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,qid:1047,0,0,0,1,0,2,0,0,0,0,2,5,1,0,1,1
1,qid:1047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,qid:1048,0,0,0,0,1,4,0,0,2,1,3,12,5,2,2.2,2
1,qid:1048,0,0,0,0,2,1,0,0,0,0,2,5,2,0,1,1
0,qid:1049,0,0,0,0,4,2,0,0,0,1,3,10,1,2,1,1
1,qid:1049,0,0,0,2,1,0,0,0,0,0,3,7,3,1,2,3
0,qid:1050,0,1,0,1,1,1,0,0,0,1,2,7,1,1,1,1
1,qid:1050,0,0,0,0,0,2,0,0,0,0,1,3,1,0,1,1
0,qid:1051,0,1,0,2,3,3,1,0,0,2,8,22,10,1,2,4
1,qid:1051,0,0,0,1,0,1,0,0,0,1,1,4,1,1,1,1
1,qid:1052,0,0,0,0,1,1,0,0,0,0,3,6,2,0,1,1
0,qid:1052,0,0,0,0,1,2,0,0,0,1,3,7,2,1,1.5,2
1,qid:1053,0,0,0,1,1,1,0,0,0,1,2,6,1,1,1,1
0,qid:1053,0,0,0,1,3,2,0,0,1,0,3,10,3,2,1,1
1,qid:1054,0,0,0,0,1,3,0,0,0,0,1,5,1,0,1,1
0,qid:1054,0,0,0,0,1,5,0,0,0,2,2,10,3,1,1.3,2
1,qid:1055,0,0,0,0,1,2,0,0,0,1,1,5,0,1,0,0
0,qid:1055,0,0,0,0,0,3,0,0,0,2,2,8,2,1,1.5,2
0,qid:1056,1,0,1,0,0,4,0,1,2,0,2,11,6,2,1.5,3
1,qid:1056,0,0,1,1,0,3,0,0,0,0,2,7,2,2,1.5,2
1,qid:1057,0,0,0,0,0,2,0,0,0,1,1,5,1,1,1,1
0,qid:1057,0,0,0,0,0,5,0,0,0,1,6,13,5,2,2.2,3
1,qid:1058,0,1,1,0,1,2,0,0,0,0,4,9,3,1,1.7,2
0,qid:1058,1,0,0,2,1,2,0,0,0,0,3,9,2,1,1,1
0,qid:1059,2,0,0,2,0,4,0,0,0,0,4,12,4,1,1.3,2
1,qid:1059,0,1,0,1,1,0,0,0,1,0,3,7,2,1,1,1
0,qid:1060,1,0,1,0,0,3,0,0,0,0,2,7,4,0,2,2
1,qid:1060,0,0,0,1,0,5,0,0,0,1,4,11,4,1,1.8,3
1,qid:1061,1,0,0,0,1,2,0,0,0,0,1,6,2,0,1,1
0,qid:1061,0,1,0,0,1,2,0,1,0,2,2,9,2,1,1,1
0,qid:1062,0,0,0,0,1,8,0,0,0,0,5,14,6,4,1.7,3
1,qid:1062,0,0,1,2,1,3,0,0,0,1,4,12,4,2,1.3,2
0,qid:1063,1,1,3,1,0,2,0,0,0,0,4,14,5,1,2.6,4
1,qid:1063,0,0,1,0,3,4,0,0,0,2,2,13,3,2,2,3
1,qid:1064,0,0,0,0,1,4,0,0,0,0,2,7,2,1,1.5,2
0,qid:1064,0,1,0,0,2,6,0,0,0,4,8,21,7,4,1.6,2
1,qid:1065,0,0,0,0,1,4,0,0,0,1,1,7,3,1,2,3
0,qid:1065,0,0,0,0,3,6,0,0,1,2,6,18,5,1,1.4,2
0,qid:1066,0,0,0,1,1,1,0,0,0,2,0,5,1,1,1,1
1,qid:1066,0,0,0,0,1,1,0,0,0,0,3,6,2,1,1.5,2
1,qid:1067,0,0,0,0,0,3,0,0,0,0,1,5,1,1,1,1
0,qid:1067,0,0,0,0,0,6,0,0,0,1,2,9,3,2,1,1
1,qid:1068,1,0,0,0,2,1,0,0,0,0,2,7,2,1,1.5,2
0,qid:1068,0,0,1,1,1,5,0,0,0,0,3,11,4,1,1.8,3
1,qid:1069,0,0,1,0,0,6,0,0,0,2,1,10,3,2,1.3,2
0,qid:1069,0,0,0,1,5,4,0,0,0,1,8,20,9,3,2.3,3
1,qid:1070,0,0,0,0,1,4,0,0,0,0,4,9,2,2,1,1
0,qid:1070,0,0,1,1,0,2,0,0,0,0,3,7,3,1,1.3,2
1,qid:1071,1,1,0,0,2,0,0,0,0,1,5,10,3,0,2,3
0,qid:1071,0,0,0,3,2,6,0,1,0,1,6,20,9,4,3,3
1,qid:1072,0,0,0,1,1,2,0,0,0,0,2,6,1,0,1,1
0,qid:1072,0,0,0,1,0,0,0,0,0,0,2,4,1,1,1,1
0,qid:1073,0,1,0,0,0,3,0,0,0,0,3,7,1,0,1,1
1,qid:1073,0,0,0,0,0,2,0,0,0,0,0,3,1,0,1,1
0,qid:1074,1,0,0,0,0,5,0,0,1,0,4,11,5,1,1.2,2
1,qid:1074,0,0,0,0,1,2,0,0,0,1,3,7,2,1,1.5,2
1,qid:1075,0,0,0,0,1,1,0,0,0,1,3,6,1,0,1,1
0,qid:1075,1,1,0,0,0,3,0,0,1,0,3,9,2,2,1.5,2
0,qid:1076,0,0,1,0,1,3,0,0,0,0,3,8,1,2,1,1
1,qid:1076,0,0,1,0,0,2,0,0,0,0,2,5,1,2,1,1
1,qid:1077,0,0,0,1,2,1,0,0,1,1,1,7,3,1,1.3,2
0,qid:1077,0,0,1,0,4,4,0,0,0,0,4,13,6,1,1.8,3
0,qid:1078,0,1,1,3,0,0,0,0,0,0,5,10,4,1,1.8,3
1,qid:1078,0,1,0,0,0,3,0,0,0,0,3,8,4,1,1.8,2
1,qid:1079,0,0,2,2,2,2,0,0,0,0,4,12,5,2,2,2
0,qid:1079,0,1,0,1,0,1,0,0,0,1,1,5,2,2,1,1
0,qid:1080,0,0,1,1,2,0,0,0,0,1,4,10,4,2,1.5,2
1,qid:1080,0,0,0,1,1,3,0,0,0,1,5,12,6,2,2.3,3
1,qid:1081,1,0,0,1,0,0,0,0,0,1,2,6,2,1,1.5,2
0,qid:1081,1,0,0,2,0,5,0,0,0,1,6,17,9,3,2.8,3
0,qid:1082,2,1,0,3,1,2,0,0,1,0,4,15,6,1,1.5,3
1,qid:1082,1,0,0,2,1,1,0,0,0,1,3,10,5,2,2.2,3
1,qid:1083,0,0,0,1,1,1,0,0,0,0,3,6,2,0,1,1
0,qid:1083,2,1,2,1,1,4,0,0,0,0,10,22,8,4,2,4
0,qid:1084,0,0,0,1,1,3,0,0,0,1,1,8,2,1,1,1
1,qid:1084,0,0,0,1,1,1,0,0,0,0,2,5,1,1,1,1
1,qid:1085,1,0,0,1,0,2,0,0,0,0,3,7,3,1,1.7,2
0,qid:1085,0,0,1,2,1,0,0,0,0,0,3,8,4,1,2.5,4
1,qid:1086,0,0,0,1,0,2,0,0,0,1,1,6,1,1,1,1
0,qid:1086,1,0,0,1,1,3,0,0,0,1,5,12,4,3,1.3,2
1,qid:1087,1,0,0,0,2,2,0,0,0,0,4,9,3,2,1.3,2
0,qid:1087,0,0,1,0,0,4,0,0,0,1,5,13,6,2,1.8,2
0,qid:1088,0,1,0,3,0,0,0,0,0,1,3,9,3,1,2,3
1,qid:1088,0,0,1,0,0,2,0,0,0,0,1,4,1,2,1,1
1,qid:1089,1,0,0,1,0,3,0,0,0,1,4,11,5,3,1.6,2
0,qid:1089,1,0,0,2,0,1,0,0,0,2,4,10,3,2,1,1
0,qid:1090,1,0,0,0,1,2,0,0,1,0,5,11,5,3,1.8,2
1,qid:1090,1,0,1,0,1,2,0,0,0,0,1,6,3,1,1.3,2
0,qid:1091,1,0,0,0,2,3,0,0,0,0,5,11,4,2,1.5,2
1,qid:1091,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0
0,qid:1092,1,0,0,3,0,0,0,0,0,0,4,9,4,1,2.3,3
1,qid:1092,0,0,0,2,1,2,0,0,0,0,3,9,5,1,2.8,4
0,qid:1093,2,1,0,1,1,2,0,0,0,1,5,13,6,3,1.7,2
1,qid:1093,1,0,0,0,0,1,0,0,0,0,1,3,1,0,1,1
1,qid:1094,0,0,1,1,0,0,0,0,0,0,2,5,1,0,1,1
0,qid:1094,0,0,0,0,1,4,1,0,0,0,2,8,5,1,1.8,3
1,qid:1095,0,0,0,0,1,0,0,0,0,2,1,4,0,1,0,0
0,qid:1095,1,0,1,2,0,0,0,0,0,0,5,10,4,1,2,3
1,qid:1096,1,0,1,1,0,3,0,0,0,0,6,13,6,3,2,4
0,qid:1096,0,0,1,1,0,4,0,0,1,1,7,18,6,3,2,4
0,qid:1097,1,0,0,0,3,6,0,0,0,1,6,17,6,4,1.3,2
1,qid:1097,0,1,0,1,0,0,0,0,0,1,2,6,2,0,1.5,2
1,qid:1098,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0
0,qid:1098,0,0,0,1,0,1,0,0,0,0,3,6,2,1,1.5,2
1,qid:1099,0,0,0,1,1,2,0,0,0,0,3,9,5,2,2.4,3
0,qid:1099,1,2,0,0,2,2,0,0,0,0,6,14,5,2,2.2,2
1,qid:1100,0,2,0,0,0,3,0,0,0,0,4,9,3,0,2,3
0,qid:1100,0,2,0,0,4,2,0,0,1,0,5,14,7,1,2.6,5
1,qid:1101,0,0,0,0,0,1,0,0,0,1,2,7,1,0,1,1
0,qid:1101,2,3,0,0,1,3,0,0,0,2,5,16,5,3,1.8,3
1,qid:1102,1,0,0,1,1,2,0,0,0,3,2,10,3,1,1.7,2
0,qid:1102,0,2,0,0,3,3,0,0,0,1,4,14,8,3,2.9,5
1,qid:1103,0,0,0,0,2,2,0,0,0,0,5,11,5,2,1.8,3
0,qid:1103,0,0,0,0,3,3,0,0,0,0,5,12,4,1,2.3,3
1,qid:1104,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0
0,qid:1104,0,0,0,2,3,3,0,0,0,2,7,17,6,2,1.8,3
1,qid:1105,0,0,1,1,1,2,0,0,0,0,7,15,6,2,1.5,2
0,qid:1105,0,1,1,1,0,2,0,0,0,1,7,17,7,3,1.7,3
0,qid:1106,1,0,1,1,2,3,1,0,0,0,6,15,7,2,2.4,4
1,qid:1106,0,1,0,0,0,3,0,0,0,0,5,9,3,1,1.7,2
0,qid:1107,1,0,2,1,2,3,0,0,0,1,8,19,9,3,2.2,3
1,qid:1107,1,0,0,0,0,5,0,0,0,1,4,12,3,1,1.3,2
1,qid:1108,0,0,0,0,0,3,0,0,0,1,2,6,2,1,1.5,2
0,qid:1108,1,0,0,2,0,2,0,0,0,0,4,9,4,2,2,3
0,qid:1109,2,3,0,3,1,3,0,0,0,0,11,23,9,3,1.6,3
1,qid:1109,1,1,0,1,4,2,0,0,0,2,4,15,5,2,2.6,4
1,qid:1110,0,1,0,1,1,4,0,0,0,0,7,15,6,2,1.5,3
0,qid:1110,0,0,0,0,2,5,0,0,1,1,6,15,4,1,1.8,2
0,qid:1111,0,1,0,0,0,5,0,1,0,1,6,14,7,1,1.6,3
1,qid:1111,1,1,0,0,2,5,0,0,0,2,2,13,3,3,2,3
1,qid:1112,0,1,0,0,3,2,0,0,0,2,5,13,3,1,2,3
0,qid:1112,0,1,1,1,1,4,0,0,0,2,4,14,4,1,2.3,3
1,qid:1113,0,0,0,0,0,4,0,0,0,1,2,7,1,1,1,1
0,qid:1113,0,0,0,0,1,2,0,0,0,2,2,7,2,1,1,1
1,qid:1114,2,0,1,0,0,2,0,0,0,1,5,11,5,1,2,3
0,qid:1114,2,1,1,1,1,2,0,0,0,1,8,19,9,3,2.6,3
0,qid:1115,0,0,2,0,0,1,0,0,0,1,2,6,2,1,1.5,2
1,qid:1115,0,1,0,0,0,3,0,0,0,0,1,5,3,1,2,3
1,qid:1116,0,0,0,0,2,1,0,0,0,1,2,6,2,1,1.5,2
0,qid:1116,0,1,1,3,1,1,0,0,0,3,5,15,8,2,1.4,2
0,qid:1117,1,0,0,1,2,5,0,0,0,3,4,16,8,1,1.9,2
1,qid:1117,0,0,0,1,1,1,0,0,0,0,2,5,1,1,1,1
0,qid:1118,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0
1,qid:1118,0,0,0,0,1,2,0,0,0,0,2,5,1,1,1,1
0,qid:1119,0,1,0,0,0,1,0,0,0,0,3,5,1,0,1,1
1,qid:1119,0,0,0,0,0,2,0,0,0,0,2,4,1,0,1,1
1,qid:1120,0,0,0,1,0,5,0,0,0,0,5,11,4,0,1.5,2
0,qid:1120,0,0,0,0,2,4,0,0,1,1,4,12,6,3,1.7,3
1,qid:1121,0,0,0,0,0,7,0,0,1,0,3,11,3,1,1.7,2
0,qid:1121,0,0,1,0,3,4,0,0,0,1,5,14,5,3,1.4,2
1,qid:1122,0,0,0,0,1,2,0,0,0,0,3,6,2,1,1,1
0,qid:1122,0,1,3,0,0,1,0,0,0,1,4,10,2,0,1,1
1,qid:1123,0,0,0,1,1,2,0,0,0,0,4,8,3,1,1.7,2
0,qid:1123,0,0,0,2,2,4,0,0,0,1,5,14,4,2,1.3,2
0,qid:1124,0,0,0,1,2,3,0,0,0,0,5,11,4,1,1.3,2
1,qid:1124,0,0,0,0,0,3,0,0,0,2,1,6,3,0,1.7,2
1,qid:1125,0,0,0,0,2,5,0,0,0,0,5,12,5,2,1.8,3
0,qid:1125,0,1,1,0,1,2,0,0,0,3,3,11,4,2,2,3
0,qid:1126,1,1,0,0,2,2,0,0,0,2,1,9,5,3,1.2,2
1,qid:1126,0,1,1,1,0,0,0,0,0,0,1,4,0,0,0,0
1,qid:1127,2,1,3,0,0,6,0,0,0,0,9,21,8,1,1.3,2
0,qid:1127,0,1,2,1,1,2,0,0,0,0,4,11,5,2,2.2,3
0,qid:1128,2,0,3,1,1,4,0,0,0,0,10,22,9,3,1.9,3
1,qid:1128,1,1,1,0,2,7,0,0,0,1,8,21,8,4,1.8,2
0,qid:1129,1,0,0,1,5,3,1,0,0,1,6,18,10,2,2.5,4
1,qid:1129,3,0,0,0,2,1,0,0,0,2,1,9,3,1,1,1
0,qid:1130,0,0,1,1,4,6,0,0,0,0,8,20,8,0,2,3
1,qid:1130,2,1,0,0,0,2,0,0,0,0,4,9,4,2,1.8,3
1,qid:1131,0,0,0,0,1,2,0,0,0,0,2,5,2,1,1,1
0,qid:1131,0,0,0,1,2,4,0,0,0,1,7,15,5,3,1.6,3
1,qid:1132,0,0,0,1,1,0,0,0,1,0,0,3,2,0,1.5,2
0,qid:1132,0,0,0,1,1,2,0,0,0,0,4,8,3,1,1.7,2
1,qid:1133,0,0,0,0,0,2,0,0,0,1,3,6,2,0,1.5,2
0,qid:1133,0,0,0,0,1,3,0,0,0,1,2,7,0,0,0,0
0,qid:1134,0,0,0,1,2,5,0,0,0,0,8,16,6,2,2,3
1,qid:1134,0,0,0,0,1,2,0,0,0,1,3,7,3,0,1.7,2
0,qid:1135,0,0,1,0,0,9,0,0,0,0,5,15,4,2,1,1
1,qid:1135,1,0,1,2,0,2,0,0,0,1,0,7,1,1,1,1
1,qid:1136,0,0,0,1,0,1,0,0,0,0,3,5,1,1,1,1
0,qid:1136,0,0,1,2,0,4,0,0,0,0,2,9,2,0,1,1
1,qid:1137,0,1,0,1,1,7,0,0,0,0,4,14,4,0,2,3
0,qid:1137,1,0,1,1,1,7,0,0,0,0,10,22,8,2,2.1,3
1,qid:1138,0,0,1,0,1,0,0,0,0,1,1,4,1,1,1,1
0,qid:1138,1,0,0,2,1,5,0,0,0,0,4,13,6,1,1.7,2
1,qid:1139,0,0,0,0,1,2,0,0,0,0,2,5,1,1,1,1
0,qid:1139,0,1,0,0,2,1,0,0,0,0,3,7,2,0,1,1
1,qid:1140,0,0,3,1,0,4,0,0,0,3,6,17,7,2,1.4,2
0,qid:1140,0,1,1,2,0,4,0,0,1,0,7,17,6,1,2.3,4
1,qid:1141,1,0,1,1,2,5,0,0,0,3,4,17,9,3,2.4,3
0,qid:1141,0,1,1,1,3,3,0,0,0,1,7,17,5,1,1.6,3
1,qid:1142,0,0,0,0,1,4,0,0,0,0,4,9,3,1,1.3,2
0,qid:1142,0,0,0,0,1,4,0,0,0,1,4,10,3,2,1.3,2
0,qid:1143,0,1,1,2,1,0,0,0,0,0,4,9,2,1,1,1
1,qid:1143,0,0,0,0,0,4,0,0,0,0,6,10,5,2,1.4,2
0,qid:1144,0,0,1,2,2,5,0,0,0,2,4,16,7,2,1.9,3
1,qid:1144,0,0,0,1,2,3,0,1,0,0,4,11,5,3,1.4,2
1,qid:1145,1,1,0,0,0,3,0,0,0,0,2,7,2,0,1.5,2
0,qid:1145,0,0,0,2,0,1,0,0,1,0,2,6,1,1,1,1
0,qid:1146,0,1,0,0,0,2,0,0,0,0,4,7,2,2,1,1
1,qid:1146,0,1,1,0,0,2,0,0,1,0,2,7,1,0,1,1
1,qid:1147,0,0,0,0,1,6,0,0,0,0,8,15,5,3,1.2,2
0,qid:1147,0,1,0,1,2,3,0,0,0,2,6,15,6,3,1.7,3
0,qid:1148,2,0,0,1,0,2,0,0,0,3,2,10,3,1,1.3,2
1,qid:1148,0,0,0,0,0,5,0,0,0,0,4,9,3,1,1.7,2
1,qid:1149,1,0,0,0,0,3,0,0,0,0,3,7,3,1,1.3,2
0,qid:1149,0,0,1,1,2,3,0,0,0,0,6,13,5,1,1.4,2
1,qid:1150,0,0,2,1,0,3,0,0,0,0,5,11,5,0,2.2,3
0,qid:1150,0,0,1,3,1,3,0,0,0,3,4,15,7,5,2.6,3
1,qid:1151,0,0,0,1,1,0,0,0,0,2,0,4,1,2,1,1
0,qid:1151,1,0,0,0,0,2,0,0,0,0,5,8,2,0,1,1
1,qid:1152,0,0,0,0,0,2,0,0,0,0,2,4,1,1,1,1
0,qid:1152,0,1,0,1,0,4,0,0,0,0,3,9,3,1,1.7,2
1,qid:1153,0,1,0,1,0,3,0,0,0,0,2,7,2,0,1.5,2
0,qid:1153,0,1,0,2,1,4,0,0,0,0,3,11,4,1,1.3,2
0,qid:1154,0,2,0,1,1,0,0,0,0,0,2,7,2,0,1.5,2
1,qid:1154,0,1,0,0,0,4,0,0,0,0,5,10,4,1,2,2
1,qid:1155,0,0,0,0,1,2,0,0,0,0,5,8,2,1,1,1
0,qid:1155,1,1,0,4,1,4,0,0,0,0,8,19,9,2,2.3,3
0,qid:1156,0,1,0,1,2,4,0,0,1,1,11,22,7,3,1.6,2
1,qid:1156,0,1,1,0,1,2,0,0,0,0,2,7,2,0,1,1
0,qid:1157,0,0,1,2,2,3,0,0,0,3,8,20,6,3,2,3
1,qid:1157,0,1,0,1,0,3,0,0,1,0,4,10,4,1,1.5,2
0,qid:1158,0,0,0,0,1,8,0,0,0,3,5,17,10,3,2.1,2
1,qid:1158,0,1,0,0,0,3,0,0,0,0,3,7,2,1,1.5,2
1,qid:1159,0,0,0,0,0,4,0,0,0,0,1,5,1,1,1,1
0,qid:1159,0,0,0,1,0,4,0,0,0,0,3,8,3,1,2,3
1,qid:1160,0,2,0,0,0,5,0,0,0,0,10,17,5,2,1.8,3
0,qid:1160,1,2,0,0,1,2,0,0,0,0,6,12,3,1,1.3,2
1,qid:1161,0,0,0,1,1,6,0,0,0,0,7,15,5,2,1.4,2
0,qid:1161,0,0,0,1,2,3,0,1,0,4,1,12,4,1,1.8,3
0,qid:1162,1,1,0,3,0,1,0,0,1,1,2,10,3,1,1.7,2
1,qid:1162,0,0,0,1,3,4,0,0,0,1,6,16,7,2,1.7,3
0,qid:1163,1,0,0,2,2,4,0,0,1,0,10,20,6,4,1.5,2
1,qid:1163,0,0,0,2,0,2,0,0,1,1,2,8,4,0,1.5,2
0,qid:1164,0,0,1,0,3,4,0,0,0,2,10,20,10,2,2.2,3
1,qid:1164,0,0,2,0,3,1,0,0,1,1,5,13,4,3,2,2
1,qid:1165,0,0,0,0,0,3,0,0,0,1,3,7,2,1,1.5,2
0,qid:1165,0,0,0,1,0,2,0,0,0,0,3,7,4,1,2,2
1,qid:1166,0,0,0,0,3,1,0,0,0,0,3,7,2,1,1,1
0,qid:1166,0,0,0,0,3,2,0,0,0,0,4,9,3,1,2,3
0,qid:1167,0,1,1,2,2,1,0,2,0,1,4,14,6,3,2.5,4
1,qid:1167,1,0,0,1,0,3,0,0,0,1,2,8,2,1,1.5,2
1,qid:1168,0,0,0,0,1,4,0,0,2,0,1,8,4,1,1.8,3
0,qid:1168,0,0,1,1,2,3,0,0,0,0,5,12,5,0,2,3
0,qid:1169,1,0,0,1,5,3,1,0,1,1,4,17,7,2,2,2
1,qid:1169,0,0,0,1,0,1,0,0,0,0,1,3,1,0,1,1
1,qid:1170,0,1,1,0,0,1,0,0,0,0,2,5,1,1,1,1
0,qid:1170,3,0,0,0,1,7,0,0,1,0,8,20,10,3,1.8,3
0,qid:1171,0,0,2,2,1,8,0,0,0,1,8,22,7,3,2,4
1,qid:1171,0,0,0,2,2,2,0,0,0,0,7,13,4,1,1.5,2
1,qid:1172,1,0,1,0,1,4,0,0,0,0,4,11,5,1,2,2
0,qid:1172,1,0,0,0,2,3,0,0,0,0,6,12,4,2,1.3,2
1,qid:1173,0,0,1,1,4,4,0,0,0,0,9,19,9,3,2.2,2
0,qid:1173,1,0,1,0,1,4,1,1,0,1,3,14,7,2,1.6,2
1,qid:1174,0,0,1,1,1,2,0,1,1,0,3,10,3,0,1,1
0,qid:1174,0,1,1,1,1,6,0,0,0,2,6,18,7,3,2.9,4
0,qid:1175,1,0,0,0,1,5,0,0,1,1,2,11,4,1,1.3,2
1,qid:1175,0,0,0,2,0,4,0,0,0,0,5,13,4,0,2.3,3
1,qid:1176,0,1,0,0,1,4,0,0,0,1,3,10,4,2,1,1
0,qid:1176,2,0,1,1,0,5,0,0,0,1,2,12,3,3,2,3
1,qid:1177,1,0,3,0,0,8,0,0,0,1,8,21,6,2,1.8,3
