target	text
1	これらは関東だけではなく、全国幕府領にも広くみられたものと思われる。
0	これらは中国の影響をうけて広められていったとするならばきわめて興味深い。
0	また、そのことは民衆の協力なくしては地方行政を実施していくことができなかったことを明らかにしているのである。
1	ソマリランドの野人たちも同じように『夜話』のおしえに耳を傾けることを私は知った。
1	だれ一人その魅力に耳をかさぬものはなかった。
0	そして、アラビアやアラビア人のことを語りあっているうち、たちまち二人は同じ結論に達した。
1	それから数年のあいだ、二人はこの問題について手紙を交しあった。
0	ところが、私がブラジルにいるあいだに、シュタインホイザーはスイスのベルンでにわかに卒中におそわれて逝去した。
1	バートンはひとり仕事にとり残された姿となり、その後翻訳は進まなかった。
0	文学上の気ままな乱行は当時しきたりだったのだ」と指摘されている。
1	つまり翻案と言えるものだが「訳業を大衆化するという目的」を貫き、成功していた。
0	どんな気まぐれであろうと、ちっぽけな人間の意思が巨大なある精神によりふるい立たされるのを見ることができる。
1	これについて佐々木さんからまずお願いします。
0	今、世界中に日本経営ブームが起きています。
1	面白いことに、先進国で第二次日本化現象が起きているのです。
0	第一次日本化現象は、大きく好奇心に根ざしたものだった。
0	これはいいというので、またアメリカ人の手で理論化されたわけです。
1	つまり経営システム自体は非常に国際性を持っています。
1	かえって危険視されることもある。
0	だからこそ、日本人がいかに城から外へ出ていって上手に説明するかが大事になるのです。
0	もう一つは、外国人の目からもすばらしいシステムだと思っても、外国に持ち出すとうまくいくとは限らない。
1	そのランプは何のためかと聞くと、ベルトコンベヤーの流れを止めるためだという。
1	その点、私は別の意見ですね。
0	一種の情報圧力というか、その国の一般の人たちに、一般のニュースとして伝わる量によるわけです。
0	今のヨーロッパの第二次日本化現象というのは、私はそれだと思っています。
1	日本に関する情報量が違うんです。
0	開始されて今、二年目に入ったぐらいでしょうか。
1	少なくとも過去においては、うまくいっているわけです。
0	そこにＱＣサークルを導入しようとして、非常に努力しているベルギーの財界のお偉方がおります。
1	ただ、今の状況のままでは、ヨーロッパ社会がそのまま衰退してしまうという危機感が強い。
0	その中で日本的なシステムが再興の一つの取っかかりになるかも知れぬという考えがとても強いわけです。
1	それは日本企業によってでなくて、現地企業が日本化することで出てくるんだと思います。
0	恐らくこれからのポイントは、例えばロボットの使い方などで、日本と向こうとの違いですね。
1	そこが前提条件としてかなり違っている。
0	そのため、そこへ寄せていくのに若干の日時がかかるということじゃないですか。
1	われわれが難しく思うように、彼らもまた難しい問題に取り組んでいるということなんでしょうね。
1	突破できないと、なかなかうまくいかないという問題があるということをある人から聞きました。
0	日本的経営方式の内側の問題ではなく、外側のお付き合いの問題でいろいろコメントを受ける。
1	そこで、先進国やアジアなど社会体制が違うということに対して、佐々木さんはどうお考えですか。
0	それから、日系企業が現地社会とうまくやっているかどうかという問題について、何かありましたらお願いします。
1	つまり、経営者像と経営像が混同されてしまう。
0	突き詰めて話していくと、なるほどシステムと人とは別だとわかってくれるのですが。
1	これはどうしても分けられないところはありますけれどもね。
0	私は、文化摩擦と経営摩擦というのは、かなり分けられると思っています。
0	文化摩擦では非常に人の問題が絡んでいる。
1	確かに、日本的経営がうまくいくためには、人が大切ですね。
0	人間の問題と経営の問題というのは、どちらかというと人の問題に比重がかかっているということでしょうね。
1	要するに、システムを運んでいる人間が媒介項ですね。
0	この媒介項、触媒がうまくないと、薬剤もうまく使われないということになると思います。
1	あとは労働組合の問題ですけれども、その前に向こうの階級差別について申し上げます。
1	スウェーデンのああいう大会社の社長では、今まで考えられなかったことなんですね。
0	彼は、そうやってパーティーでダンスを踊って、一緒にビールを飲んで、ワアーッとやるわけです。
1	これだけで、その会社の士気が変わってしまいましてね。
0	実は、今このＱＣサークルに一番理解を示しているのは、ヨーロッパでも労働組合なんです。
0	これはもう、産業革命発祥のときから、そういう対立構造で社会制度化してしまいましたね。
1	ところが、ＱＣサークルが理解される。
0	それは、本社との間の連携がうまくいかない。
1	会社によっては、うまくいっているところがあるかもしれない。
1	現地の政府からかなり性急に現地化が要求されることがありますね。
0	したがって、その辺は親企業としても、なかなか受け止め難い点もあるのですね。
1	私は、これは具体的にはプログラムの問題でかなり解決できると思っております。
0	日本へ留学しても出先の日本企業では何も配慮してくれないという苦情が出るんです。
0	ですから、現地の人というのは、本社からは全く見えなくて、もう現地レベルだけの話です。
1	市場開放など、最近中曽根内閣が発表した対外政策もこうした圧力への対策ですね。
1	小島さんからまずお話をいただきたい。
0	文化六年、玄白は喜寿（七十七歳）の年を迎える。
1	その四月、玄白は西洋医術の特質を一幅にまとめて記念とした。
0	当時の幕府にとって、世界地理の調査と世界地図の作成は急務であったのだ。
0	ここにおいて、企画中の世界地図の翻訳刊行事業がいよいよ本格化することとなった。
1	兎に角これに対し公儀より白銀二十枚の賞賜があった。
1	賞賜金を出版費に充てる。
0	伯元は玄白の真影を写しとってくれる画家に石川大浪を選んだ。
1	大浪が伯元の心に叶う画家であったのだ。
0	杉田玄白・伯元父子の気心をも熟知の間柄であったに相違ない。
0	肖像の出来栄えは「其の真を写」し得たものだったのであろう。
1	「大浪画」などと書かず「写」と明記したところに留意する必要があろう。
0	それ故にこそ伯元は満足の意を込めて「写其真」と識語を寄せたのである。
1	『形影夜話』の内容にいかにも相応した作となっていることを喜ばなければならない。
1	「墻東居蔵版」の明記がそれを示している。
0	墻東は伯元の別号であった。
1	伯元の号、墻東
0	すなわち一工程多くかかっている。
1	それだけ玄白の真影から遠ざかっているともいえる。
0	しかし、幸いなことにこの原画の出来を伝えるとも思われる逸品が現存しているのである。
1	早稲田大学図書館が珍蔵する杉田玄白像がそれである。
0	その時のことを玄白は一詩に託し健筆のほどをふるって示した。
0	老いの身にとって、まったくの命拾いであった。
1	自画自賛の筆致は必ずしも名作とはいい難いかもしれない。
0	近頃はまた江戸の洋風画家石川大浪が肖像を描いてくれるために通って来てもいるのである。
1	玄白を中心に、これらはいずれも風雅の同臭であったわけなのである。
0	玄白はこんな人間関係をもちうる人間性の持ち主でもあったのである。
1	いずれも苦心して入手した有用の珍籍に相違ない。
0	そして修得した陰影強調による立体感の表現方法によって、その真像を描きあげることに成功したのである。
1	文化九年、江戸の元旦はうららかに明けわたり、あたかも玄白の長寿を祝福しているかのようだ。
1	四世紀には、蛇川や石田川流域の多くの遺跡に方形周溝墓が築造された。
0	頼母子古墳は、石田川と蛇川が合流する太田市南部に築造された円墳である。
1	おそらく、四世紀中葉前後には出現した、太田市周辺で最古の前方後方墳と考えていいだろう。
0	この伝承が確かであれば、あるいはこの踏石は主体部の石材として使用されていたのかもしれない。
0	採集された埴輪は、朝子塚古墳の埴輪と比較して、多少の時期差が認められた。
1	太田市周辺では、五世紀に入って、前方後円墳がさらに巨大化していったことになる。
0	蛇川流域で、四世紀後半に、前方後円墳が王者の墳墓として受容された理由は明らかではない。
1	本来、前方後円墳は、畿内に源流をもつ大王墓であった。
1	蛇川流域の前方後円墳は、八幡山古墳以後急速に巨大化した。
0	朝子塚古墳―墳丘から方形の埴輪列か確認されている。
0	別所茶臼山古墳―虹川流域政権の強大さを物語る墳丘規模をもつ。
1	五世紀には、毛野の各地に前方後円墳が盛んに造営された。
0	利根川水系の多くの前方後円墳のなかで、太田天神山古墳（太田市内ヶ島）はとりわけ巨大であった。
1	しかも各段上には埴輪が施設されていた。
0	これはおそらく、後円部に設置された主体部が、盗掘によって転落したものだろう。
1	石材は凝灰岩質砂岩で、お富士山古墳（伊勢崎市）の石棺に類似している。
0	太田天神山古墳の二重の周濠をめぐらした巨大な墳丘は、東国には類がない。
1	長持形石棺は、畿内の大王のそれに匹敵する豪壮な構造と推定された。
0	それはおのずから、国際的な反ファッショ連合戦線の一翼をになう闘いであった。
1	連合国は大戦中に、日本の敗北による朝鮮の独立を国際的に公約した。
0	ここでも、朝鮮にたいして相当期間「信託統治」を実施する問題が論議されていたのである。
1	これにたいしてスターリンは「期間が短いほどよい」と答えている。
1	アメリカ国務省は朝鮮独立への過程を三段階に分けて考えていた。
0	そのことは解放後の南朝鮮におけるアメリカ軍政のなかにも現われている。
1	日本政府がポツダム宣言の受諾を朝鮮総督に伝えたのは、八月十四日であった。
0	呂はつぎの五つの条件を前提として、この申し入れを受諾した。
0	逮捕以前に、ほんらい有罪も冤罪もありえないだろう。
1	しかしこれは物のタトエでもあるが、直接的な意味でもある。
0	治安維持と建国運動のための政治活動に干渉しないこと。
1	学生と青年を訓練組織することに干渉しないこと。
1	五、労働者と農民を建国事業に組織動員することに干渉しないこと。
0	このようにして呂運亨を中心に、朝鮮人みずからによる自主的な建国運動がはじまった。
0	八月十七日に発表された建国準備委員会の各部署はつぎのとおりである。
1	中央人民委員会の部署はつぎのとおりである。
1	また政綱はつぎのとおりである。
0	一、われらは政治的、経済的に完全な自主的独立国家の建設を期する。
0	三、われらは労働者、農民およびその他いっさいの大衆生活の急速な向上を期する。
1	四、われらは世界の民主主義諸国の一員として相互提携し、世界平和の確保を期する。
0	逮捕以前、自白以前にすでに笹川氏は有罪であり、殺人犯であったのだ。
1	軍政庁は南朝鮮における唯一の政府である。
0	軍政庁は、軍政庁本部および、道、市、郡を通じ既設の各機関を運営するものである。
1	朝鮮人民は軍政庁の命令に服従せねばならぬ」と言明した。
0	その背後関係については不明な点が多い。
1	享年六十二歳。
1	解放後、それまでに五回も怪漢に襲撃されている。
0	「朝鮮人民共和国」は、アメリカ軍政によって否定されたばかりではない。
0	この決定の内容は、ほぼつぎのようなものであった。
1	共同委員会は臨時政府樹立のために南北朝鮮の各政党や社会団体と協議すること。
1	しかし朝鮮民族史の立場からみれば、それも外的要因にすぎない。
0	今後、朝鮮の解放後史を考えていくばあい、この問題こそを中心軸に据えなければならないであろう。
1	今日から作業もお休みと存じます。
0	どうも気になつて残念でたまりません。
1	本当にすみませんでした。
0	山脈の南はオルドス高原を経て中原にいたり、北はゴビ砂漠がやがてシベリアへと続く。
1	この山々に、古来、匈奴、鮮卑、柔然などさまざまな遊牧民族が依拠して生きてきた。
0	陰山はそのいわば南限であり、一方、漢民族にとっては領土の北辺であった。
1	そのゆえに、この一帯は時として、両者が激しくぶつかる舞台となった。
0	長城といえば、日本人に親しいのは北京郊外八達嶺のものである。
0	漢代長城にいたっては、遠くシルクロードは敦煌の西、玉門関に達し、さらにその西へと続いている。
1	色浅黒くがっしりとした体格の、いかにも精悍な中年男性だ。
1	だが、サングラスを取ると、モンゴル人らしい人なつっこい顔が現われた。
0	私たちは親しみをこめて、彼をジムさんと呼ぶようになった。
0	趙の長城は、市の郊外、宿舎から車で北西に小一時間ほどのところだという。
1	窓の外は一面の畑である。
0	遠くに土造りの農家が点在している。
1	包頭周辺はすっかり耕地化されているようだ。
1	遠くの峰では五十頭ほどの羊を追いながら少年が下りてくる。
0	どうやら、ここは大青山の入口付近に当たるようだ。
0	ジムさんに促されて道端の土手を勢いよく駆け上がった。
1	赤茶けた畑地が広がっている。
1	近くで農民が馬を使って畑を耕している。
0	登ってきた方向を振り返ると、遙か向こうに包頭市街がかすんで見える。
0	だが、肝心の長城らしきものが見当たらない。
1	二千五百年ほど前の戦国時代、陰山の主は匈奴であった。
0	遊牧民族である匈奴は、山中で羊を追いながら暮らしていた。
1	遊牧生活は狩猟を兼ねる。
1	彼らは馬を自在にあやつり、弓もうまかった。
0	勢いを得ると陰山を出て、漢民族にたたかいを挑んだ。
0	軽快な騎馬戦法は、動きの鈍い戦車主体の中国軍をしばしば翻弄した。
1	匈奴は、まさしく中国国境に現われた最初の騎馬軍団であった。
1	胡服とは騎乗に適した遊牧民の服装、騎射とは馬上からの弓射である。
0	匈奴に対抗するため、中国古来の戦車戦法を一変させざるを得なかったのである。
0	そして、陰山の南麓に長城をめぐらすことによって、匈奴の侵入を何とかくい止めようとした。
1	遊牧民族の南下を防ぐためにつくられた最初の長城である。
0	どれだけの谷や峠や平原、そして干上がった河を越えてきたであろうか。
1	新聞報道の跡をたどってみよう。
1	平原のほとんどは耕地化されているが、それでもわずかに草地が残る。
0	時折、騎乗の牧畜民がすれ違うほかに、人影はない。
1	高度がかなり上がっているのであろう、半袖の腕に空気が冷たい。
0	陰山は、山中にいくつもの平原を包み込みながら、しだいに高度を上げていく。
1	そして、その平原というのが予想以上に広い。
0	やがて、山間の土造りの家が二十戸ばかり並ぶ小さな村に着いた。
1	村は固陽県前公中村という。
0	岩画は、裏山を五百メートルほど登ったところらしい。
0	早速、村人の先導で斜面に貼りついた頼りなさそうな道をそろりそろりと車は登った。
1	目指す岩画は、ゆるやかなスロープの中ほどに突き出た天然の岩に描かれていた。
1	鹿の画である。
0	青い花崗岩にタガネか何かで丹念に彫ったような線刻の画である。
0	岩は南東向き、表面はなめらかで、人工的に磨いたもののようだ。
1	岩の高さは一・八メートル、鹿は縦四十七センチ、横四十四センチ。
1	胸を張り、首はうしろを振り返っていて、前足をわずかに前に押し出している。
0	何かをうかがっているような、動の前の静といったおもむきを感じさせる。
0	動物とともに生きてきた遊牧民の、動きの一瞬をとらえる深い観察力におどろかされる。
1	五千年前のものである。
1	岩画のある丘陵のスロープがゆるやかに眼下の平原に続いている。
0	平原のまわりを女性のボディラインのような丸みのある山々がやさしく取り囲んでいる。
0	耕地化されたこの平原も、かつては遊牧に適したゆたかな草原であったに違いない。
1	丸い山々の北斜面の谷あいには、背たけの低い灌木も茂っている。
1	「陰山は今でも動物が多いんですよ。
0	冬になると狐狩りもできます」と、ジムさんが楽しげにいった。
0	そして、それを見おろす丘の上に、部族のトーテムである鹿を祀ったのであろう。
1	この山々は天然の要害であるだけでなく、彼らの生活のすべてを支えていたに違いない。
0	ここで見る陰山は外側から眺めたときの荒々しさが消え、風景のすべてがやさしい。
1	傾きかけた日の光の中で、遠くの峰々が青く輝いている。
1	陰山は、古代遊牧民の聖山であり楽園だった、ということになろうか。
0	匈奴と漢民族が激しくぶつかったこの地には、たたかいの歴史を物語る遺跡も多い。
1	麻池古城もその一つである。
0	包頭市街地から三キロほどの古城を目指した。
1	町中を車で南に向かって十分ほど走ると、あたりはすぐに田園風景である。
0	麻池古城は畑の中に、土の黄色い肌をむき出しにしてポツンと残っていた。
1	七〜八メートルもあろうかという城壁がめぐっている。
0	北城に一つ、南城に二つ、十五メートル幅で欠けた部分が見えるが、城門の跡であろう。
0	北城は一辺約七百メートル、南城は一辺約六百五十メートルである。
1	麻池古城はかなり大きな城であった。
1	麻池古城も南五キロに黄河をひかえ、北辺防衛の重要な役割をになっていた。
0	瓶の破片であろうか、湾曲した形で、波文や幾何学文がついている。
0	あたりには日干し煉瓦や瓦の破片、それにたくさんの陶片が落ちていた。
1	北城からは矢鏃なども出ているという。
1	北城は駐屯する兵士の練兵場でもあったようだ。
0	「出土文物などから、前二世紀、漢の武帝のころにつくられた城だとされています。
1	『史記』はこう述べている。
0	司馬遷はこのように記述し、匈奴の強さを慨嘆している。
0	大帝国を呼号しつつも、漢は成立以来、匈奴に圧倒され続けたのである。
1	たたかいの火蓋が切って落とされたのである。
1	以後、シルクロードで、オルドスで、血みどろの死闘が続く。
0	征戦の已むときがなかったこの時代、武帝が築いたというこの城はどのようなありさまだったであろうか。
0	おそらく多くの漢の若者たちが、遠く故郷を離れてこの城に入っていたであろう。
1	そして、さらに前線へと送られていった若者たちもいたに違いない。
0	あるいはまた、詩のような光景が城の周辺でおきていたかもしれない。
1	城壁に登ってみると、陰山がおだやかにはてしなく続いている。
1	漢の王昭君である。
0	包頭製鋼所の黄河取水口を取材しに行ったときのことである。
0	取水口のすぐそばが渡し場になっていた。
1	次々と自転車もやってくる。
1	王昭君の墓が近くにあるのです」
0	私たちは互いに顔を見合わせておどろいた。
1	王昭君の墓がもう一つあったとは！
0	その墓は対岸二キロのところにあるという。
1	私たちは早速、そこへ向かうことにした。
0	王昭君は政略結婚によって匈奴へ嫁した漢の宮女であった。
0	漢王朝が成立して以来、強大な遊牧帝国匈奴は常に漢にとって大きな脅威であった。
1	両者の間では戦争がいつ果てるともなく続いていた。
1	わずかに平和が訪れることもあったが、そのかげに政略結婚があった。
0	つかの間の平和は、異国へ嫁がされた女性たちの絶望と望郷の涙であがなわれたのである。
0	北辺を安定させたいという漢にとっては、願ってもない申し出であった。
1	白羽の矢が王昭君に立った。
1	家柄もよい。
0	容姿も申し分ない。
0	彼女の夢と、おだやかな日々は無残にも崩れ去った。
1	前三三三三年のことである。
1	悲嘆にくれる昭君を、西晋の詩人石崇はこう詠んでいる。
0	そのことが、多くの詩人や文人たちの心を動かしたに違いない。
0	無数の詩や戯曲など文学作品が後世つくられた。
1	白楽天にも長編の「王昭君」二首がある。
0	この王昭君物語は日本にも流布した。
1	今、その王昭君の墓に向かっている。
0	私たちはフェリーを降りると、ジープで一気に土手を駆け上がった。
1	あたりは一面の畑である。
0	黄河の水を利用して灌漑をおこなっているのだろう、水路が縦横に走っている。
1	あれがその昭君墳です。
1	それに向かって、道が一本通じている。
0	墓は直径八十メートル、高さ四十メートルほどの天然石の丘であった。
0	丘のまわりは風砂でおおわれ、頂上付近はごつごつとした岩がいくつも露出していた。
1	頂上の小さな廟は修理中であった。
0	私もはやくから南島のコミュニケーションの手段としての船を問題にしていました。
1	また、その船をつくる木材をどういう方法で入手したかを考えていました。
1	こうしたことを奄美や沖繩の歴史研究や民俗研究で、ぜひとりあげてほしいですね。
0	それともうひとつは、地域的なヴァリエーションをきちっとおさえろ、ということですね。
1	なぜなら、ある現象が他の島ではちがうかもしれない。
0	三つ目は、琉球弧だけで完結させるな、ということです。
1	また、古代の日本、あるいは朝鮮・中国にあるかもしれない。
0	そういう意味で、琉球弧を中心とした東シナ海世界レベルでものごとをとらえようというわけです。
0	そのためには、中国史をはじめとするグローバルな知識をもとうということが合言葉になっています。
1	じっさい、若い研究者は中国を含めた多くの外国にさかんにいくようになっています。
0	いま沖繩の研究はそういった目標をにらみながら動いていると思います。
1	かなり自信がでてきたということですね。
0	いまそこへ向かって着々と進んでいるわけで、自信をもっていいと思いますね。
1	そして明治二十六年九月、年十五、はじめて父母の膝下を離れ山口高等学校へ進学した。
1	当時の社会的背景を博士は次ぎのごとく回顧している。
0	こういった商品はどこの友誼商店にもそろっているので、ゆっくり冷静に買った方がよいでしょう。
1	しかし、中国人が日本に来ると日本の風邪薬を熱狂的に買うということです。
0	ところが、この碑文は、どうしたことか誤りが多い。
1	それを天保七年生れというのは、どうであろうか。
0	十三歳のとき漂流したというのは、数えでいえば十五歳のときである。
1	彼女は顔色一つ変えずに、「継続的調停活動」の運動内容を熱心に説いた。
0	ブラジルの労動法、労使慣行はアメリカのそれと似て、レイオフのような解雇はむずかしくない。
1	労使交渉は話合いがつかないと、労働裁判所の裁定にゆだねることになっている。
0	もう一度田舎へ帰って地道にやるには、すれっからしになりすぎただけの話である。
0	ブラジルの社会をみるに、「とにかく、今日は昨日より多いはずだ」という拡大成長思考がしみついている。
1	これは無理もないところ、過去の歴史が証明する。
1	ただ、やみくもに人が増えたかけではない。
0	人口増に喰われるところを勘案すると、国民経済というパイの拡大テンポは日本並みということになる。
0	これは働き口を探す人にとっても、身についている感覚である。
1	前の職より、次に求める職の給与が安いはずはありえないのだ。
1	急いで職にありつくことはない。
0	パートの仕事で糊口をしのぎ浪人としゃれこむわけである。
0	働く人はみんな労働手帳というものを持っている。
1	そこには、いつ、何処で働いていたかの記録がある。
1	給与ももちろん書き込まれ、雇用主のサインでそれが証明されている。
0	多くの人は前の給与より、実質安い給与ではまず就職しない。
1	悲喜こもごもであるけれど、とにもかくにも一年後職につき事態は様変わりであった。
0	わずか一年で様相が変わるという激しさは、つるべ落としも早いが上がりもまたエレベーターのようである。
1	昔、日本の養蜂家が日本蜂をインドネシアに持ち込んだ。
0	年中歩きまわって花を求める日本に比べれば、ここインドネシアはなんと豊かなことだろう。
1	一年中次々と花が咲く。
0	きっと蜂は働いて大量の蜜を集めてくれるに違いない。
0	狙いは確かに一年目の成功をみた。
1	だが、二年目から蜂も考えた。
0	こんなに花があるのなら、あくせく蜜を集めることもない。
1	のんびりやるかとインドネシア蜂に仲間入りしたという。
1	この話はピアダ（ブラジルの笑い話）にしてもできた話と思われる。
0	インドネシアをブラジルと読みかえても同じこと、どこか豊かな環境が生活のテンポをつくるのである。
1	前述のように、諸物価はまとめて三カ月に一度ぐらい三〇％前後の値上がりである。
0	とすれば値上げ直前に旧価格の砂糖、トイレット・ペーパー等々を大量に買い込むのが一番賢いことになる。
1	そのあたりも考慮して、買い出動のタイミングをはからねばならない。
0	とにかく、お金が当座預金に残るのは一番損である。
0	日本では普通預金の出し入れで、キャッシュを使って決済する。
1	しかも、この普通預金はわずかながらも金利がつく。
1	ここ、ブラジルにはこれがない。
0	決済するには金利のつかない当座預金を使わざるをえない。
0	資金が固定されるとそれだけ貸出枠も増え、お互いに有難い。
1	取り揃えた金融商品も数々ある。
0	公社債、定期預金証書、投資信託、カデルネッタ・ポーパンサと呼んでいる月掛預金等々である。
1	お客は気にくわないと隣の銀行へゆく。
1	もっとも、これら多くの商品は運用最低単位が銀行によって決められている。
0	わずかなお金でも応募できるのはカデルネッタ・ポーパンサで、一般大衆はこれに群がる。
1	政府も、この資金を住宅金融公庫の原資とする。
0	だから、金利もよい条件をつけるし、預金しやすいシステムをとる。
0	韓国財界における立志伝中の人物、鄭周永氏のことを耳にした読者は少なくあるまい。
1	現代建設はその工事のいくつかを請負うという好機にめぐまれたのである。
0	朝鮮戦争後の復興需要もまた大きく、現代建設の順調な事業拡大をたすけた。
1	水原飛行場復旧工事、洛東江架設工事などがそれである。
1	この工事によって蓄積した資金と技術力をもって現代建設は韓国建設業界を席捲していった。
0	しかし、こういった官民協力はときとして不透明に映じ、しばしば国民の強い猜疑を生んだ。
0	事実「五・一六クーデター」後に、鄭氏はそうした経験に苦しめられてもいる。
1	工期短縮によって、建設コストを大幅に削減できたのである。
0	現代建設の拡大とならんで、鄭氏はさまざまな重化学工業分野に事業フロンティアを開拓していった。
1	周囲は鄭氏のこの計画をまったくの無謀とみていたという。
0	ジュベール産業港建設とならんで、韓国企業の華ばなしい海外進出を象徴的にしめしたヴェンチャーにほかならない。
1	しかし鄭氏の強い意思は大規模造船所建設にたいする企業内の逡巡を吹きとばした。
1	このことは鄭氏にかぎられない。
0	三星の総帥李秉喆氏しかり、大宇の総帥金宇中氏しかりである。
1	金宇中氏の事例は劇的である。
0	そのために、解放後の韓国における企業組織と企業家的人材の不足はおおうべくもなかった。
1	よるべき企業組織は事前には存在していない。
0	しかしなによりも大きな機会は、政府の成長志向的な開発戦略によって提供された。
1	最初の好機は、朝鮮戦争後のアメリカの大量援助物資供与によって到来した。
0	この時代において企業家の政治的手腕は、事業拡大の最大の要素ですらあった。
0	この時期に生成した財閥が、「特恵財閥」と呼ばれるゆえんもそこにある。
1	これらがいわゆる「借款財閥」である。
1	こうした重化学工業プロジェクト建設のために、外国借入資金は巨大な量におよんだ。
0	韓国の財閥は、すでに代表的な多国籍企業のそれに比肩する巨大な経営規模をもつにいたった。
0	韓国の財閥がいかに巨大なビッグビジネスとして形成されてきたかが、あらためて理解されるのである。
1	もちろん、二つの立場で意図するところは違う。
0	自由という要素は、すべての遊びの自発的性格と対応している。
1	「命令に従った遊びは決して遊びではない。
1	せいぜいのところ、強制された模倣にすぎない」。
0	ホイジンガによれば、遊びの形式は、別の意味でも自由である。
1	この歴史的な分析は、正鵠を射たもので説得力がある。
0	それらは、ホイジンガが、戦争のアゴニスティックな（競技的もしくは儀式的）性格と呼ぶものを指している。
1	もちろん、常に存在していたわけではない。
0	このような殺戮行為は、とうてい戦争という名に値しないであろう。
1	ホイジンガはいう。
0	換言すれば、その文化的な機能は、その遊び性に依存している。
0	しかし、その理念には、それなりの効力がないわけではなかった。
1	この法体系には、国家間の法だけでなく、戦争の法も含まれていることを忘れてはならない。
1	社会は未開人の水準にまで下降し、原始的な暴力が昔ながらの権利を取り戻す。
0	この前向きの主題についての先駆的な説明をしたのはスイスの社会学者ノルベルト・エリアスである。
1	彼は、スポーツを現代世界における主要な「文明化の過程」のひとつとみなしていた。
0	この時代設定の違いは、時期的なディテールについての空疎な論争としてかたづけられない。
0	規制され合理化されればされるほど、より近代的になる。
1	この仮定に立つと、次のような結論になる。
0	かくしてエリアスは、古典時代から、とりわけおぞましい事例を取り出す。
1	ボクサーは、こぶしで戦っただけではない。
0	ほとんどすべての古いボクシングがそうであるように、戦いのなかで脚もまた重要な役割を演じた。
1	相手の向うずねを蹴とばすことは、古代ボクシングの伝統において正常であった。
1	それは、技能とともに、肉体的な耐久力や膂力のテストであった。
0	眼や耳や頭蓋骨に重傷を負うことすら、しばしばだった。
1	耳がふくれ上ったり、歯が折れたり、鼻がつぶれたりした。
0	エリアスは、ある歴史家による古代オリンピックの観察を引用している。
0	でも、子どもにとって、絵を描きはじめるということは、やさしい、ごく当たり前なことなのでしょうか。
1	ごく幼い子どもでも、ものを握れるようになれば、それでまわりを叩いたり、こすったりします。
0	スプーンの場合もあればクレヨンのこともあります。
1	それが、テーブルの上や紙に触れることもあります。
1	こうした動作は、時には印を残します。
0	身振りそのものから描く身振りへ―大人の目には、ごく簡単なことに映ります。
0	それに、見方によっては時間にしてもあっという間に通り過ぎてしまうようなものなのです。
1	でも、ここでちょっと子どもの側にたってみましょう。
0	なにしろ、ご存じのように子どもは「ほとんど」なにもできない状態でこの世の中に登場してくるのです。
1	それは他の動物に比べようもないほど「無防備」で保護を必要としています。
0	子どもが環境と交わる―この環境は大人のつくったものです。
1	ですから子どもは生まれた瞬間からこの大人の文化を吸収することになります。
0	では、子どもは描きはじめる前にどんな準備をしているでしょうか。
1	まず、その準備からみていきたいと思います。
1	勝手・気ままな子どものしぐさ―乳児期の重要性
0	ひとりの男児は、入口の柵を両手でしっかり握り、腕を屈伸させてガタガタと力強くゆさぶっています。
1	まるで身体と柵がひとつになって振動しているようにみえます。
0	時折、彼女のこのしぐさは執拗すぎて、相手を泣かせてしまいます。
1	でも、それは必ず自分より年少の子のようです。
0	部屋の隅で、最年長の女児が保母さんにパンツをとりかえてもらっています。
0	裸のお尻を机でかくし、恥ずかしそうにこちらに微笑みかけてきます。
1	そして「勝手」「気まま」といいたくなるほど積極的です。
1	でも、この子どもたちはまだことばを話しません。
0	年長児はときどきまとまった音声を発しますが、ちょうど「話す子」の入口に立っているようです。
1	むろん、この子どもたちは、まだ「描く子」でもありません。
0	まず、はじめにこの乳児期全体の大切さについて触れておきたいと思います。
1	乳児期は長い人生からみれば、ほんの二パーセントぐらいの短い期間にすぎません。
0	せわしく過ごす大人にとっては、あっという間の月日といってよいでしょう。
0	そのため二本の手で柵を思いきりゆさぶることができますし、おもちゃを持ち運ぶこともできるのです。
1	いろいろな道具を使うことができ、さらにその道具を作り出すこともできるのです。
0	子どもが絵を描くに際しても、まずこの手で筆具を持たねばなりません。
1	声を発するということだけではありません。
1	その一角に病院を建てる作業が進行中である。
0	本体はほとんど出来上がり、今は内装工事である。
0	建物の窓に、大きくスローガンが見える。
1	五十歳です。
1	年のわりに老けて見える。
0	孤児になった彼は、十代のうちから建設現場で働かなければならなかった。
0	七時三〇分には工事現場に姿を見せ、夕方五時までみっちり働く。
1	四年前には、社会主義労働英雄の勲章を受けた。
1	建設労働者はやや優遇されている。
0	ソビエトの給与体系では、男女間の格差はほとんどない。
1	しかし、専門技能をもっている資格者は優遇されている。
0	それにうらやましいのは、夏休みをたっぷり二か月近くも取れることである。
0	ここでも、内申書のように、日ごろの態度の評価がものをいうことになる。
1	モスクワの九月は、キノコ狩りのシーズンである。
1	このころになると、各駅から郊外に向かって、キノコ狩り列車が出る。
0	職場ごとに、あるいは親類縁者が手に手にカゴを持って、弁当持参で森に入って行く。
1	九月十五日、セルガチョフさんはキノコ狩りに出かけた。
0	市内を抜けると、まもなく、白樺の林の街道に出る。
1	ミンスク行きの幹線道路である。
0	出発するや、もうウォツカのビンが開けられて、酒盛りが始まった。
